TIME,LATITUDE,LONGITUDE,TYPE,NR-TAC,NR-PCI,NR-CI,NR-ARFCN,CSI-RSRP,CSI-RSRQ,CSI-SINR,SS-RSRP,SS-RSRQ,SS-SINR,TAC,PCI,ECI,EARFCN,BAND_WIDTH,RSSI,RSRP,RSRQ,SINR,CQI,LAC,CI,RXLEV,ARFCN,BSIC,PSC,UARFCN,NID,BID,SID,CDMADBM,CDMAECIO,EVDODBM,EVDOECIO,EVDOSNR
20230113 17:43:20.554,31.025752,121.433429,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:21.049,31.025752,121.433429,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:21.282,31.025781,121.433414,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:22.269,31.02581,121.433403,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:22.686,31.02581,121.433403,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:43:23.334,31.025842,121.433394,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:43:23.367,31.025842,121.433394,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-74,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:24.281,31.025876,121.433386,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-74,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:25.268,31.025909,121.433377,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-74,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:25.481,31.025909,121.433377,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:26.285,31.025941,121.433367,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:27.241,31.025973,121.433363,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:27.579,31.025973,121.433363,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-76,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:28.268,31.026005,121.433361,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-76,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:28.678,31.026005,121.433361,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:43:29.280,31.026034,121.433358,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:43:29.777,31.026034,121.433358,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:30.284,31.02606,121.433354,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:31.257,31.026084,121.433349,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:32.015,31.026084,121.433349,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-72,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:32.275,31.026107,121.433339,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-72,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:33.274,31.026129,121.433327,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-72,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:34.273,31.026151,121.433316,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-72,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:34.301,31.026151,121.433316,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:35.270,31.026172,121.433304,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:36.273,31.026193,121.433293,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:36.418,31.026193,121.433293,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-70,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:37.268,31.026213,121.433282,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-70,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:38.265,31.026235,121.433275,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-70,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:38.576,31.026235,121.433275,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:39.265,31.026256,121.433267,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:40.291,31.026277,121.433259,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:40.752,31.026277,121.433259,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:43:40.765,31.026277,121.433259,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:41.275,31.026297,121.433251,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:42.281,31.026313,121.433244,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:42.984,31.026313,121.433244,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:43.288,31.026332,121.433238,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:44.273,31.026351,121.433242,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:45.224,31.026351,121.433242,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:45.265,31.026363,121.433256,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:46.312,31.026375,121.433271,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:47.269,31.026384,121.433285,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:47.395,31.026384,121.433285,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:48.269,31.026391,121.433301,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:49.277,31.026397,121.43332,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-73,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:49.489,31.026397,121.43332,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-71,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:50.302,31.026406,121.433335,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-71,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:51.273,31.026417,121.433339,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-71,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:51.656,31.026417,121.433339,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:52.278,31.026428,121.433336,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:53.260,31.026431,121.43333,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:53.808,31.026431,121.43333,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:43:54.306,31.026435,121.43333,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:43:55.302,31.026436,121.43333,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:43:56.041,31.026436,121.43333,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:56.258,31.026436,121.43333,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:57.241,31.026436,121.43333,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:58.224,31.026436,121.43333,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:58.251,31.026437,121.433325,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:59.243,31.026436,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:44:00.243,31.026436,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:44:00.248,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:44:00.268,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:44:01.290,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:44:01.304,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:44:02.355,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:44:03.427,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:44:04.484,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:44:04.917,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:06.624,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:06.636,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:07.733,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:08.848,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:09.934,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:11.014,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:12.115,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:24.044,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:25.166,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:26.253,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:27.351,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:28.434,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:29.524,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:30.639,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:44.956,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:44:58.551,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:06.070,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:08.763,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:09.854,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:10.931,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:12.007,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:13.091,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:14.183,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:38.828,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:39.919,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:41.001,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:56.630,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:45:57.727,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:46:29.015,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:46:30.102,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:46:31.200,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:47:26.881,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:47:27.990,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:47:29.092,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:47:40.037,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:47:41.108,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:48:21.947,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:48:23.036,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:48:24.138,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:48:25.241,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:09.920,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:11.007,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:16.837,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:37.553,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:37.651,31.026435,121.433323,LTE,,,,,,,,,,,6234,,217313361,,,,-63,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:38.279,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:39.623,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:40.306,31.026435,121.433323,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:40.428,31.027107,121.43281,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:40.707,31.027107,121.43281,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:40.862,31.027105,121.432815,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:41.903,31.027103,121.432845,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:42.662,31.027103,121.432845,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:42.754,31.027103,121.432845,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:43.242,31.027097,121.432857,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:44.315,31.027082,121.432915,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-69,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:44.804,31.027082,121.432915,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:45.248,31.027082,121.432921,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:46.254,31.027082,121.432924,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:46.879,31.027082,121.432924,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-70,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:47.247,31.027082,121.432925,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-70,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:48.261,31.027083,121.432927,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-70,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:48.967,31.027083,121.432927,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-71,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:49.238,31.027084,121.432929,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-71,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:50.247,31.027085,121.43293,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-71,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:51.107,31.027085,121.43293,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-72,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:49:51.238,31.027088,121.432928,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-72,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:49:52.303,31.027088,121.432928,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-72,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:49:53.431,31.027088,121.432928,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-72,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:49:53.474,31.027088,121.432928,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-70,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:49:54.520,31.027088,121.432928,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-70,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:49:55.648,31.027088,121.432928,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-70,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:49:55.683,31.027088,121.432928,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:56.709,31.027088,121.432928,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:49:56.730,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:57.820,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:49:58.924,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:00.015,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:01.101,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:02.162,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:36.626,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:36.896,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-59,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:36.897,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-62,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:36.900,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-64,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:36.903,31.027088,121.432928,LTE,,,,,,,,,,,6234,,217313361,,,,-66,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:36.918,31.027088,121.432928,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:38.241,31.027094,121.432929,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:38.793,31.027094,121.432929,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:39.236,31.027089,121.432926,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:40.276,31.027083,121.432931,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:40.890,31.027083,121.432931,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:41.253,31.027079,121.432932,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:42.287,31.027079,121.432934,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:42.733,31.027079,121.432934,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:43.017,31.027079,121.432934,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:43.269,31.027078,121.432934,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:44.276,31.027078,121.432933,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:45.224,31.027078,121.432933,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:45.265,31.027076,121.43293,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:46.320,31.027079,121.432928,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:47.292,31.02708,121.432918,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:47.359,31.02708,121.432918,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:48.274,31.027076,121.432908,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:49.266,31.027068,121.432901,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:49.508,31.027068,121.432901,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-62,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:50.276,31.027059,121.432902,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-62,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:51.268,31.027052,121.432905,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-62,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:50:51.668,31.027052,121.432905,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-62,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:50:52.262,31.027046,121.432909,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-62,-11,19.2,,,,,,,,,,,,,,,,
